objectid,name,average,avgweight,boardgamecategory,boardgamemechanic
60435,Rallyman,7.23781,2.1626,"['Racing', 'Sports']","['Dice Rolling', 'Modular Board', 'Push Your Luck', 'Race', 'Simulation']"
152470,Fief  France 1429,7.45771,3.7714,"['Medieval', 'Negotiation', 'Political', 'Territory Building']","['Area Majority / Influence', 'Dice Rolling', 'Team-Based Game', 'Trading', 'Voting']"
174660,\u7d10\u7d04 1901,6.87093,2.0562,['City Building'],"['Area Majority / Influence', 'Card Drafting', 'Tile Placement']"
198740,Lovecraft Letter,7.23365,1.35,"['Card Game', 'Deduction', 'Fantasy', 'Horror']","['Hand Management', 'Player Elimination']"
234477,Battle for Rokugan,7.5035,2.7885,"['Fantasy', 'Medieval']","['Area Majority / Influence', 'Hand Management', 'Secret Unit Deployment', 'Variable Player Powers']"
175095,Dawn of the Zeds (Third edition),8.24469,3.7273,"['Horror', 'Zombies']","['Action Points', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Ratio / Combat Results Table', 'Solo / Solitaire Game']"
244115,Shards of Infinity,7.52776,2.0345,"['Card Game', 'Fantasy', 'Science Fiction']","['Deck', 'Hand Management', 'Take That']"
104347,Santiago de Cuba,6.9306,2.1542,['Economic'],"['Commodity Speculation', 'Dice Rolling', 'Memory', 'Modular Board', 'Pick-up and Deliver', 'Point to Point Movement']"
25643,Arkadia,6.92338,2.5734,['City Building'],"['Area Majority / Influence', 'Set Collection', 'Stock Holding', 'Tile Placement']"
1261,Medina,7.05855,2.7955,"['Abstract Strategy', 'City Building']",['Tile Placement']
145371,Three Kingdoms Redux,7.95221,4,"['Ancient', 'Civilization', 'Economic', 'Novel-based', 'Territory Building']","['Area Majority / Influence', 'Auction/Bidding', 'Card Drafting', 'Hand Management', 'Team-Based Game', 'Variable Player Powers']"
681,Winning Together,6.86805,1.9761,['Abstract Strategy'],['Pattern Building']
105,Titan  The Arena,6.78001,2.0206,"['Card Game', 'Fantasy', 'Mythology']","['Betting and Bluffing', 'Hand Management']"
53093,Heroes of Normandie,7.50312,2.75,"['Wargame', 'World War II']","['Action Queue', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board', 'Simulation']"
171879,Kraftwagen  V6 Edition,7.28238,2.85,"['Economic', 'Industry / Manufacturing']","['Rondel', 'Set Collection', 'Time Track']"
181796,The Prodigals Club,7.33807,3.1538,"['Card Game', 'Economic']","['Action Points', 'Hand Management', 'Highest-Lowest Scoring', 'Worker Placement']"
177802,Smash Up  It's Your Fault!,7.58809,2,"['Card Game', 'Fantasy', 'Horror', 'Humor', 'Medieval', 'Mythology']","['Area Majority / Influence', 'Hand Management', 'Take That', 'Variable Phase Order']"
22141,Cleopatra and the Society of Architects,6.80634,2.2859,['Ancient'],"['Auction/Bidding', 'Card Drafting', 'Dice Rolling', 'Enclosure', 'Grid Coverage', 'Hand Management']"
35815,A Touch of Evil  The Supernatural Game,6.96381,2.5569,"['Adventure', 'Fighting', 'Horror', 'Murder/Mystery']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Roll / Spin and Move', 'Variable Player Powers']"
157526,Viceroy,6.85925,2.6429,"['Bluffing', 'Card Game', 'City Building', 'Civilization', 'Fantasy', 'Negotiation']","['Card Drafting', 'Hand Management', 'Memory', 'Set Collection', 'Tile Placement']"
164949,Time of Crisis  The Roman Empire in Turmoil,7.65208,2.875,"['Ancient', 'Wargame']","['Action Points', 'Area Movement', 'Campaign / Battle Card Driven', 'Card Drafting', 'Deck', 'Dice Rolling']"
137297,Rise of Augustus,6.7518,1.632,"['Ancient', 'Card Game']","['Card Drafting', 'Push Your Luck', 'Set Collection']"
265188,Glen More II  Chronicles,8.10453,3.1633,"['City Building', 'Economic', 'Farming', 'Territory Building']","['Commodity Speculation', 'Dice Rolling', 'Grid Movement', 'Set Collection', 'Tile Placement', 'Time Track']"
220517,The Shipwreck Arcana,7.50918,2.1212,"['Card Game', 'Deduction', 'Fantasy', 'Math', 'Number']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Pattern Building']"
25821,Werewolves of Miller's Hollow,6.76756,1.3219,"['Bluffing', 'Deduction', 'Horror', 'Murder/Mystery', 'Party Game']","['Player Elimination', 'Role Playing', 'Team-Based Game', 'Variable Player Powers', 'Voting']"
12995,Dungeon Twister,6.84095,2.8807,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Maze']","['Action Points', 'Grid Movement', 'Hand Management', 'Map Deformation', 'Modular Board', 'Secret Unit Deployment']"
143884,Machi Koro,6.64416,1.5416,"['Card Game', 'City Building', 'Dice']","['Card Drafting', 'Dice Rolling']"
16395,Vigor Blokus,6.8504,1.6993,"['Abstract Strategy', 'Territory Building']","['Enclosure', 'Grid Coverage', 'Hand Management', 'Square Grid', 'Tile Placement']"
111124,Dark Moon,7.04534,2.3419,"['Bluffing', 'Deduction', 'Dice', 'Movies / TV / Radio theme', 'Print & Play', 'Science Fiction']","['Dice Rolling', 'Role Playing', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']"
270844,Imperial Settlers  Empires of the North,7.7023,2.7568,"['Ancient', 'Card Game', 'City Building', 'Civilization', 'Exploration', 'Nautical']","['Hand Management', 'Take That', 'Variable Player Powers', 'Worker Placement']"
102548,Dungeon Fighter,6.84403,1.75,"['Action / Dexterity', 'Exploration', 'Fantasy', 'Fighting', 'Humor']","['Card Drafting', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Point to Point Movement', 'Variable Player Powers']"
283355,Dune,8.34892,3.8056,['Science Fiction'],"['Alliances', 'Area Majority / Influence', 'Auction/Bidding', 'Force Commitment', 'Variable Player Powers']"
270970,Century  A new world,7.57004,2.0938,['Renaissance'],"['Set Collection', 'Worker Placement']"
244654,Wildlands,7.35421,2.0962,"['Fantasy', 'Fighting', 'Miniatures']","['Area Movement', 'Hand Management', 'Kill Steal', 'Secret Unit Deployment', 'Variable Player Powers']"
154386,Medieval Academy,6.97286,1.7982,['Medieval'],"['Area Majority / Influence', 'Card Drafting', 'Hand Management']"
42452,Rattus,6.80763,2.0605,"['Animals', 'Medieval']","['Area Majority / Influence', 'Area Movement', 'Variable Player Powers']"
141423,Dead Men Tell No Tales,7.15593,2.4912,"['Exploration', 'Fantasy', 'Fighting', 'Nautical', 'Pirates']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Pick-up and Deliver']"
184424,Mega Civilization,8.26916,3.6986,"['Ancient', 'Civilization', 'Economic', 'Negotiation']","['Area Movement', 'Set Collection', 'Trading']"
244331,Blue Lagoon,7.24489,2.0286,['Abstract Strategy'],"['Area Majority / Influence', 'Network and Route Building', 'Score-and-Reset Game', 'Set Collection']"
163642,Chimera Station Deluxified,7.3399,3.1404,['Science Fiction'],"['Tile Placement', 'Variable Player Powers', 'Worker Placement']"
131014,Carcassonne  Winter Edition,7.51013,1.8361,"['City Building', 'Medieval']","['Area Majority / Influence', 'Tile Placement']"
119591,Rialto,6.92222,2.5502,"['Political', 'Renaissance']","['Area Majority / Influence', 'Auction/Bidding', 'Card Drafting']"
1159,Evo,6.87229,2.343,"['Animals', 'Prehistoric', 'Science Fiction']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Dice Rolling', 'Hand Management', 'Turn Order: Stat-Based']"
165872,Liberty or Death  The American Insurrection,7.84296,4.0648,"['American Revolutionary War', 'Political', 'Wargame']","['Area Majority / Influence', 'Dice Rolling', 'Variable Phase Order', 'Variable Player Powers']"
12495,Viking Fury,7.01078,2.6699,"['Medieval', 'Nautical']","['Action Points', 'Area Movement', 'Dice Rolling', 'Pick-up and Deliver']"
242804,Lowlands,7.47153,3,['Farming'],"['Action Points', 'Set Collection', 'Tile Placement', 'Worker Placement']"
230085,Agra,7.37386,4.3869,['Industry / Manufacturing'],"['Area Majority / Influence', 'Trading', 'Worker Placement']"
195314,Herbaceous,7.12168,1.1964,"['Bluffing', 'Print & Play']","['Push Your Luck', 'Set Collection']"
247236,Duelosaur Island,7.35461,2.35,"['Card Game', 'Dice', 'Science Fiction']","['Card Drafting', 'Dice Rolling', 'Hand Management', 'Set Collection']"
134253,Hostage Negotiator,6.97938,1.9924,"['Card Game', 'Dice']","['Card Drafting', 'Dice Rolling', 'Hand Management', 'Solo / Solitaire Game']"
10,Elfenland,6.72904,2.1628,"['Fantasy', 'Travel']","['Card Drafting', 'Hand Management', 'Network and Route Building', 'Point to Point Movement']"
205716,New Angeles,7.22119,3.2192,"['Bluffing', 'Miniatures', 'Negotiation', 'Political', 'Science Fiction']","['Hidden Roles', 'Semi-Cooperative Game', 'Variable Player Powers', 'Voting']"
1540,BattleTech,7.03528,3.4055,"['Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Movement Points', 'Role Playing', 'Variable Player Powers']"
354,Sticheln,7.03057,1.9424,['Card Game'],"['Hand Management', 'Simultaneous Action Selection', 'Trick-taking']"
227515,Riverboat,7.5145,2.8696,['Farming'],"['Card Drafting', 'Set Collection', 'Tile Placement']"
180899,\u9f90\u6c0f\u9a19\u5c40 Ponzi Scheme,7.21645,2.42,['Economic'],"['Set Collection', 'Trading']"
191300,Archaeology  The New Expedition,7.16225,1.3077,['Card Game'],"['Card Drafting', 'Push Your Luck', 'Set Collection']"
160610,Thunderbirds,7.59128,2.5,"['Movies / TV / Radio theme', 'Science Fiction']","['Action Points', 'Area Movement', 'Cooperative Game', 'Dice Rolling', 'Pick-up and Deliver', 'Variable Player Powers']"
214029,SpaceCorp,7.72476,2.9359,"['Economic', 'Exploration', 'Science Fiction', 'Space Exploration']","['Hand Management', 'Point to Point Movement']"
128721,Crisis,7.61556,3.0556,"['Economic', 'Industry / Manufacturing', 'Political']","['Commodity Speculation', 'Worker Placement']"
205597,Jump Drive,7.03824,2.0758,"['Card Game', 'Science Fiction', 'Space Exploration']","['Hand Management', 'Simultaneous Action Selection']"
244536,Tiny Epic Zombies,7.15764,2.3673,"['Horror', 'Zombies']","['Area Majority / Influence', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Pick-up and Deliver', 'Push Your Luck']"
15126,Advanced Squad Leader  Starter Kit #2,7.9047,3.7836,"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid']"
43443,Castle Panic,6.6665,1.6687,"['Fantasy', 'Fighting', 'Medieval']","['Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Semi-Cooperative Game', 'Solo / Solitaire Game']"
105037,Tournay,7.01793,2.8916,"['Card Game', 'City Building', 'Economic', 'Medieval']","['Card Drafting', 'Hand Management', 'Worker Placement']"
230933,Merlin,7.11351,3.0759,"['Dice', 'Medieval']","['Area Majority / Influence', 'Dice Rolling', 'Roll / Spin and Move', 'Rondel', 'Set Collection', 'Worker Placement']"
143405,Sylvion,7.15902,2.061,"['Animals', 'Card Game', 'Environmental', 'Fantasy']","['Card Drafting', 'Cooperative Game', 'Grid Movement', 'Hand Management', 'Solo / Solitaire Game']"
103,Titan,6.96482,3.4593,"['Fantasy', 'Fighting']","['Dice Rolling', 'Minimap Resolution', 'Player Elimination', 'Roll / Spin and Move', 'Secret Unit Deployment', 'Set Collection']"
9203,Wings of War  Famous Aces,6.85942,1.7322,"['Aviation / Flight', 'Card Game', 'Wargame', 'World War I']","['Action Queue', 'Movement Template', 'Player Elimination', 'Simulation', 'Simultaneous Action Selection']"
106,Mystery Rummy  Jack the Ripper,6.95669,1.7457,"['Card Game', 'Murder/Mystery']","['Hand Management', 'Set Collection', 'Voting']"
191876,Ulm,7.09564,2.6812,"['Medieval', 'Renaissance']","['Area Majority / Influence', 'Set Collection']"
21441,Mykerinos,6.86035,2.564,['Exploration'],"['Area Majority / Influence', 'Hand Management', 'Modular Board']"
165986,Royals,7.16806,2.2471,['2015 Best Australian Awards Best Australian Game Nominee'],"['Area Majority / Influence', 'Card Drafting', 'Set Collection']"
159109,XenoShyft  Onslaught,7.00398,2.6931,"['Card Game', 'Horror', 'Science Fiction']","['Card Drafting', 'Cooperative Game', 'Deck', 'Variable Player Powers', 'Worker Placement']"
218121,Dice Hospital,7.21183,2.2979,"['Dice', 'Medical']","['Action Points', 'Dice Rolling', 'Variable Phase Order', 'Worker Placement']"
41916,\u05e7\u05e1\u05dd \u05d4\u05de\u05d1\u05d5\u05da,6.85785,1.236,"['Childrens Game', 'Fantasy', 'Maze', 'Memory']","['Dice Rolling', 'Grid Movement', 'Memory', 'Network and Route Building', 'Roll / Spin and Move']"
268864,Undaunted  Normandy,8.01702,2.0976,"['Wargame', 'World War II']",['Deck']
72991,Asara,7.03002,2.3529,"['Fantasy', 'Medieval']","['Hand Management', 'Pattern Building', 'Set Collection', 'Worker Placement']"
179460,Stronghold (2nd edition),7.5926,3.7358,"['Fantasy', 'Fighting', 'Medieval']","['Action Points', 'Area Majority / Influence', 'Point to Point Movement', 'Variable Player Powers']"
16986,Ubongo,6.71647,1.5415,"['Puzzle', 'Real-time']","['Grid Coverage', 'Pattern Building', 'Set Collection']"
256570,Crown of Emara,7.48258,3,"['Economic', 'Medieval']","['Action Queue', 'Hand Management', 'Modular Board', 'Pick-up and Deliver', 'Worker Placement']"
204472,Sub Terra,7.36327,2.1951,"['Exploration', 'Horror', 'Maze']","['Action Points', 'Cooperative Game', 'Grid Movement', 'Point to Point Movement', 'Push Your Luck', 'Tile Placement']"
173090,The Game  Are you ready to play The Game?,6.70851,1.2491,"['Card Game', 'Number']","['Cooperative Game', 'Hand Management', 'Solo / Solitaire Game']"
82168,Escape from the Aliens in Outer Space,6.93211,1.8605,"['Horror', 'Party Game', 'Science Fiction']","['Grid Movement', 'Hidden Movement', 'Paper-and-Pencil', 'Secret Unit Deployment', 'Team-Based Game', 'Variable Player Powers']"
223855,Sentient,7.29028,2.2308,"['Industry / Manufacturing', 'Science Fiction']","['Area Majority / Influence', 'Card Drafting', 'Dice Rolling', 'Set Collection']"
61692,Axis & Allies  Europe 1940 Second Edition,7.55997,3.4261,"['Economic', 'Fighting', 'Wargame', 'World War II']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Team-Based Game']"
166226,The Staufer Dynasty,7.17579,2.9808,['Medieval'],"['Area Majority / Influence', 'Card Drafting', 'Modular Board', 'Pattern Building', 'Set Collection']"
39684,Merkator,7.04298,2.9598,['Economic'],"['Contracts', 'Pick-up and Deliver', 'Set Collection']"
29934,Amyitis,6.97114,3.2273,['Ancient'],"['Area Majority / Influence', 'Tile Placement']"
150312,Welcome to the Dungeon,6.64478,1.2158,"['Bluffing', 'Card Game', 'Fantasy', 'Fighting']","['Memory', 'Player Elimination', 'Push Your Luck']"
2338,Starship Catan,6.84007,2.4676,"['Card Game', 'Exploration', 'Science Fiction', 'Space Exploration']","['Dice Rolling', 'Memory', 'Push Your Luck', 'Trading']"
23540,1889  History of Shikoku Railways,8.0885,3.9808,"['Economic', 'Trains', 'Transportation']","['Auction/Bidding', 'Market', 'Network and Route Building', 'Ownership', 'Stock Holding', 'Tile Placement']"
266507,Clank! Legacy  Acquisitions Incorporated,8.90569,2.4615,['Fantasy'],"['Card Drafting', 'Deck', 'Legacy Game', 'Point to Point Movement', 'Push Your Luck']"
117985,Star Trek  Catan,7.01993,2.374,"['Movies / TV / Radio theme', 'Negotiation', 'Science Fiction']","['Dice Rolling', 'Hand Management', 'Modular Board', 'Network and Route Building', 'Trading']"
163413,Murano,7.24391,2.7129,"['City Building', 'Economic']","['Area Majority / Influence', 'Pick-up and Deliver', 'Point to Point Movement', 'Tile Placement']"
245643,Luxor  Collector's Edition,7.24695,1.9808,"['Adventure', 'Ancient']","['Hand Management', 'Modular Board', 'Set Collection']"
127024,Room 25,6.78407,1.9207,"['Bluffing', 'Deduction', 'Exploration', 'Horror', 'Maze', 'Negotiation']","['Action Queue', 'Cooperative Game', 'Grid Movement', 'Memory', 'Modular Board', 'Player Elimination']"
37919,Ascending Empires,7.1798,2.3421,"['Action / Dexterity', 'City Building', 'Civilization', 'Fighting', 'Science Fiction', 'Space Exploration']","['Flicking', 'Set Collection']"
10640,Doom  The Boardgame,6.86551,2.908,"['Exploration', 'Fighting', 'Horror', 'Miniatures', 'Science Fiction', 'Video Game Theme']","['Dice Rolling', 'Modular Board', 'Square Grid', 'Team-Based Game', 'Variable Player Powers']"
233020,Fireball Island  The Curse of Vul-Kar,7.06581,1.5185,"['Action / Dexterity', 'Adventure', 'Travel']","['Action Points', 'Action Queue', 'Area Movement', 'Pick-up and Deliver', 'Push Your Luck', 'Set Collection']"
120523,Nothing Personal,7.10165,2.7714,"['Mafia', 'Negotiation']","['Area Majority / Influence', 'Dice Rolling', 'Hand Management', 'Take That']"
180040,Villages of Valeria,7.09541,2.3966,"['Card Game', 'City Building', 'Fantasy']","['Hand Management', 'Variable Player Powers']"
173101,Council of Four,7.18007,2.5652,['Economic'],"['Hand Management', 'Modular Board', 'Network and Route Building', 'Point to Point Movement']"
232918,Fallout,6.98946,2.963,"['Adventure', 'Exploration', 'Science Fiction', 'Video Game Theme']","['Action Points', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Role Playing']"
75165,De Vulgari Eloquentia,7.24055,3.6276,['Medieval'],"['Action Points', 'Area Movement', 'Set Collection']"
126100,Mythos Tales,7.49864,2.2083,"['Deduction', 'Horror', 'Murder/Mystery', 'Novel-based']","['Cooperative Game', 'Solo / Solitaire Game', 'Storytelling']"
1115,Poker,6.69925,2.4408,"['Bluffing', 'Card Game']","['Betting and Bluffing', 'Player Elimination', 'Set Collection']"
826,Cartagena  The Escape,6.68945,1.607,"['Pirates', 'Racing']","['Hand Management', 'Modular Board', 'Race']"
216091,Unlock! The Formula,7.0955,2.3077,"['Card Game', 'Exploration', 'Puzzle', 'Real-time']","['Cooperative Game', 'Storytelling']"
109125,Wallenstein (second edition),7.62436,3.2174,"['Economic', 'Pike and Shot', 'Renaissance', 'Territory Building']","['Action Points', 'Action Queue', 'Area Majority / Influence', 'Area Movement', 'Cube Tower', 'Simultaneous Action Selection']"
